line_no,query,rank,score,raw_score,source,qualname,location,file_path,chunk_id,text
29,"Question about flask enum field， I've asked various AIs about this issue and nothing has been resolved, here's a request for help my model： class ApprovalStatus(PyEnum):     PENDING = 'pending'     APPROVED = 'approved'     REJECTED = 'rejected'   class Approval(db.Model):     id = db.Column(db.Integer, primary_key=True)     content_type = db.Column(db.String(50), nullable=False)     content_id = db.Column(db.Integer, nullable=False)     field_name = db.Column(db.String(50), nullable=False)     new_value = db.Column(db.Text, nullable=False)     status = db.Column(SQLAlchemyEnum(ApprovalStatus), default=ApprovalStatus.PENDING)      submitter_id = db.Column(db.Integer, db.ForeignKey('user.id'), nullable=False)     submit_time = db.Column(db.DateTime, default=current_time)     reviewer_id = db.Column(db.Integer, db.ForeignKey('user.id'))     review_time = db.Column(db.DateTime, default=current_time)     review_comment = db.Column(db.Text)      submitter = db.relationship('User', foreign_keys=[submitter_id])     reviewer = db.relationship('User', foreign_keys=[reviewer_id])      __table_args__ = (UniqueConstraint('content_type', 'content_id'),)      @property     def content(self):         model = getattr(models, self.content_type)         return model.query.get(self.content_id) After running Flask, an error message is displayed. 024-09-09 09:13:05 +0800] [25093] [INFO] Booting worker with pid: 25093 [2024-09-09 09:13:13 +0800] [25093] [ERROR] Error handling request /zend/approval/ Traceback (most recent call last):   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/sql/sqltypes.py"", line 1619, in _object_value_for_elem     return self._object_lookup[elem]            ~~~~~~~~~~~~~~~~~~~^^^^^^ KeyError: 'pending'  The above exception was the direct cause of the following exception:  Traceback (most recent call last):   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/gunicorn/workers/sync.py"", line 134, in handle     self.handle_request(listener, req, client, addr)   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/gunicorn/workers/sync.py"", line 177, in handle_request     respiter = self.wsgi(environ, resp.start_response)                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask/app.py"", line 1498, in __call__     return self.wsgi_app(environ, start_response)            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask/app.py"", line 1476, in wsgi_app     response = self.handle_exception(e)                ^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask_cors/extension.py"", line 194, in wrapped_function     return cors_after_request(app.make_response(f(*args, **kwargs)))                                                 ^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask/app.py"", line 1473, in wsgi_app     response = self.full_dispatch_request()                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask/app.py"", line 882, in full_dispatch_request     rv = self.handle_user_exception(e)          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask_cors/extension.py"", line 194, in wrapped_function     return cors_after_request(app.make_response(f(*args, **kwargs)))                                                 ^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask/app.py"", line 880, in full_dispatch_request     rv = self.dispatch_request()          ^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask/app.py"", line 865, in dispatch_request     return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask_admin/base.py"", line 69, in inner     return self._run_view(f, *args, **kwargs)            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask_admin/base.py"", line 369, in _run_view     return fn(self, *args, **kwargs)            ^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask_admin/model/base.py"", line 1980, in index_view     count, data = self.get_list(view_args.page, sort_column, view_args.sort_desc,                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/flask_admin/contrib/sqla/view.py"", line 1100, in get_list     query = query.all()             ^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/orm/query.py"", line 2673, in all     return self._iter().all()  # type: ignore            ^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/engine/result.py"", line 1769, in all     return self._allrows()            ^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/engine/result.py"", line 548, in _allrows     rows = self._fetchall_impl()            ^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/engine/result.py"", line 1676, in _fetchall_impl     return self._real_result._fetchall_impl()            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/engine/result.py"", line 2270, in _fetchall_impl     return list(self.iterator)            ^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/orm/loading.py"", line 219, in chunks     fetch = cursor._raw_all_rows()             ^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/engine/result.py"", line 541, in _raw_all_rows     return [make_row(row) for row in rows]            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/engine/result.py"", line 541, in <listcomp>     return [make_row(row) for row in rows]             ^^^^^^^^^^^^^   File ""lib/sqlalchemy/cyextension/resultproxy.pyx"", line 22, in sqlalchemy.cyextension.resultproxy.BaseRow.__init__   File ""lib/sqlalchemy/cyextension/resultproxy.pyx"", line 79, in sqlalchemy.cyextension.resultproxy._apply_processors   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/sql/sqltypes.py"", line 1739, in process     value = self._object_value_for_elem(value)             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/dialects/mysql/enumerated.py"", line 87, in _object_value_for_elem     return super()._object_value_for_elem(elem)            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/Users/nono/PythonStudy/flask/venv/lib/python3.11/site-packages/sqlalchemy/sql/sqltypes.py"", line 1621, in _object_value_for_elem     raise LookupError( LookupError: 'pending' is not among the defined enum values. Enum name: approvalstatus. Possible values: PENDING, APPROVED, REJECTED`",10,0.3790183365345001,0.3790183365345001,docs,patterns\sqlalchemy.rst#Flask-SQLAlchemy Extension,,d:\499\docs\patterns\sqlalchemy.rst,c81cd6395848b1597798e2a3b1eceea9ca91eca1,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",1,0.5997191667556763,0.5997191667556763,docs,async-await.rst#When to use Quart instead,,d:\499\docs\async-await.rst,ac56dbb89b157e864d8da212992c8453a27e9186,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",2,0.5874665975570679,0.5874665975570679,docs,async-await.rst#Performance,,d:\499\docs\async-await.rst,fdff1edd3e9666d9b6b9f0d4c9a461e6417a3ab9,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",3,0.5773905515670776,0.5773905515670776,flask,Flask.full_dispatch_request,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\app.py,473700e2ea48267590c7dd6e75f501ae1186b288,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",4,0.5656697750091553,0.5656697750091553,flask,RequestContext.__init__,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\ctx.py,45e39c75627746e8d351af755ae300aeba86c26a,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",5,0.5616968870162964,0.5616968870162964,docs,web-security.rst#Resource Use,,d:\499\docs\web-security.rst,997670d9e824d562b79a247044201d7b0fe24c5c,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",6,0.5604308843612671,0.5604308843612671,docs,deploying\gevent.rst#gevent,,d:\499\docs\deploying\gevent.rst,e107086624d548cc53917b59c3f0cd426991e7ee,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",7,0.55672287940979,0.55672287940979,docs,shell.rst#Firing Before/After Request,,d:\499\docs\shell.rst,a944be639a21c36fed361badc84b203d857b64b7,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",8,0.5527969598770142,0.5527969598770142,docs,gevent.rst#Enabling gevent,,d:\499\docs\gevent.rst,90aee9e5e00cf4374efc596f49a351a4aa684b9f,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",9,0.5451123714447021,0.5451123714447021,docs,deploying\gunicorn.rst#Async with gevent,,d:\499\docs\deploying\gunicorn.rst,40d9a5c5a41afe66815266f41fdadb50e5899b7f,
30,"Concurrent Request Processing Issue in Flask with Gunicorn and Gevent-Websocket on AWS Hi everyone, I hope you're doing well. I'm currently working on a Flask project where I'm utilizing flask_login, flask_sqlalchemy, and flask_socketio. The application is deployed on AWS Elastic Beanstalk using Gunicorn . web: gunicorn --worker-class geventwebsocket.gunicorn.workers.GeventWebSocketWorker -w 1 --timeout 340 --graceful-timeout 340 application:application I'm encountering an issue with request processing: when an I/O(database) operation is performed in one http request, other HTTP requests remain in the queue. According to the Flask-SocketIO documentation, increasing the -w (worker count) parameter beyond 1 is not suggested. Despite the application being load balanced , requests still get stuck in the queue. I understand that Flask operates as a WSGI server, but I am seeking a solution to enable concurrent request processing. I would greatly appreciate any suggestions or guidance on how to address this issue. Thank you!",10,0.537108302116394,0.537108302116394,docs,design.rst#Async/await and ASGI support,,d:\499\docs\design.rst,5a15fca0a9f5ebc8045161511b3edac905f90f49,
31,"Flask using bytes instead of str during SecureCookieSessionInterface.save_session Hi everyone, I'm currently working with the latest versions of Flask, Werkzeug, and itsdangerous on Python 3.11.9 and encountered a TypeError related to string vs bytes where string is required for werkzeug. Here are the versions I am using: Flask==3.0.3 Flask-Login==0.6.3 itsdangerous==2.2.0 Werkzeug==3.0.3 Issue: When calling self.get_signing_serializer(app).dumps(dict(session)) [source: github], it returns a bytes object. Feeding this bytes value into response.set_cookie results in the following TypeError: TypeError: cannot use a string pattern on a bytes-like object Details:  get_signing_serializer returns URLSafeTimedSerializer, which is part of itsdangerous.  URLSafeTimedSerializer.dumps() returns bytes.   werkzeug==3.0.3 seems to expect string values for cookies starting from version 3.0.0. If you remove the # type: ignore[union-attr] comment, you should see that types are not handled correctly.  Steps Taken: Tried various combinations of Flask and itsdangerous versions to work with Werkzeug 3.0.3 but couldn't resolve the bytes issue. Using Werkzeug 3.0.3 is necessary due to security vulnerabilities in earlier versions. Full Traceback _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ /usr/local/lib/python3.11/site-packages/werkzeug/test.py:1162: in get     return self.open(*args, **kw) /usr/local/lib/python3.11/site-packages/flask/testing.py:235: in open     response = super().open( /usr/local/lib/python3.11/site-packages/werkzeug/test.py:1116: in open     response_parts = self.run_wsgi_app(request.environ, buffered=buffered) /usr/local/lib/python3.11/site-packages/werkzeug/test.py:988: in run_wsgi_app     rv = run_wsgi_app(self.application, environ, buffered=buffered) /usr/local/lib/python3.11/site-packages/werkzeug/test.py:1264: in run_wsgi_app     app_rv = app(environ, start_response) /usr/local/lib/python3.11/site-packages/sentry_sdk/integrations/flask.py:89: in sentry_patched_wsgi_app     return SentryWsgiMiddleware(lambda *a, **kw: old_app(self, *a, **kw))( /usr/local/lib/python3.11/site-packages/sentry_sdk/integrations/wsgi.py:115: in __call__     reraise(*_capture_exception(hub)) /usr/local/lib/python3.11/site-packages/sentry_sdk/_compat.py:115: in reraise     raise value /usr/local/lib/python3.11/site-packages/sentry_sdk/integrations/wsgi.py:108: in __call__     rv = self.app( /usr/local/lib/python3.11/site-packages/sentry_sdk/integrations/flask.py:89: in <lambda>     return SentryWsgiMiddleware(lambda *a, **kw: old_app(self, *a, **kw))( /usr/local/lib/python3.11/site-packages/flask/app.py:1498: in __call__     return self.wsgi_app(environ, start_response) /usr/local/lib/python3.11/site-packages/werkzeug/middleware/proxy_fix.py:183: in __call__     return self.app(environ, start_response) /usr/local/lib/python3.11/site-packages/flask/app.py:1476: in wsgi_app     response = self.handle_exception(e) /usr/local/lib/python3.11/site-packages/flask/app.py:1473: in wsgi_app     response = self.full_dispatch_request() /usr/local/lib/python3.11/site-packages/flask/app.py:883: in full_dispatch_request     return self.finalize_request(rv) /usr/local/lib/python3.11/site-packages/flask/app.py:904: in finalize_request     response = self.process_response(response) /usr/local/lib/python3.11/site-packages/flask/app.py:1284: in process_response     self.session_interface.save_session(self, ctx.session, response) /usr/local/lib/python3.11/site-packages/flask/sessions.py:369: in save_session     response.set_cookie( /usr/local/lib/python3.11/site-packages/werkzeug/sansio/response.py:227: in set_cookie     dump_cookie( _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  key = 'session' value = b'eyJhbGciOiJIUzI1NiIsImlhdCI6MTcyMTc1MTMzNiwiZXhwIjoxNzIyMzU2MTM2fQ.eyJhdXRoIjoiZXlKaGJHY2lPaUpTVXpJMU5pSXNJblI1Y0NJN...RjWlJid09CUHpfa1oyREJ1cG9pWHZSMDFpUkFqVHhhM1p1NHdEYTlwS3c2blF6SHpKZDI5dyJ9.0dBgcYkw19mKkF4gAXvutd_z0MzA1eKBtbmh5JOXe5Q' max_age = None, expires = None, path = '/', domain = None, secure = True, httponly = False, sync_expires = True, max_size = 4093, samesite = None      def dump_cookie(         key: str,         value: str = """",         max_age: timedelta | int | None = None,         expires: str | datetime | int | float | None = None,         path: str | None = ""/"",         domain: str | None = None,         secure: bool = False,         httponly: bool = False,         sync_expires: bool = True,         max_size: int = 4093,         samesite: str | None = None,     ) -> str:         """"""Create a Set-Cookie header without the ``Set-Cookie`` prefix.          The return value is usually restricted to ascii as the vast majority         of values are properly escaped, but that is no guarantee. It's         tunneled through latin1 as required by :pep:`3333`.          The return value is not ASCII safe if the key contains unicode         characters.  This is technically against the specification but         happens in the wild.  It's strongly recommended to not use         non-ASCII values for the keys.          :param max_age: should be a number of seconds, or `None` (default) if                         the cookie should last only as long as the client's                         browser session.  Additionally `timedelta` objects                         are accepted, too.         :param expires: should be a `datetime` object or unix timestamp.         :param path: limits the cookie to a given path, per default it will                      span the whole domain.         :param domain: Use this if you want to set a cross-domain cookie. For                        example, ``domain=""example.com""`` will set a cookie                        that is readable by the domain ``www.example.com``,                        ``foo.example.com`` etc. Otherwise, a cookie will only                        be readable by the domain that set it.         :param secure: The cookie will only be available via HTTPS         :param httponly: disallow JavaScript to access the cookie.  This is an                          extension to the cookie standard and probably not                          supported by all browsers.         :param charset: the encoding for string values.         :param sync_expires: automatically set expires if max_age is defined                              but expires not.         :param max_size: Warn if the final header value exceeds this size. The             default, 4093, should be safely `supported by most browsers             <cookie_>`_. Set to 0 to disable this check.         :param samesite: Limits the scope of the cookie such that it will             only be attached to requests if those requests are same-site.          .. _`cookie`: http://browsercookielimits.squawky.net/          .. versionchanged:: 3.0             Passing bytes, and the ``charset`` parameter, were removed.          .. versionchanged:: 2.3.3             The ``path`` parameter is ``/`` by default.          .. versionchanged:: 2.3.1             The value allows more characters without quoting.          .. versionchanged:: 2.3             ``localhost`` and other names without a dot are allowed for the domain. A             leading dot is ignored.          .. versionchanged:: 2.3             The ``path`` parameter is ``None`` by default.          .. versionchanged:: 1.0.0             The string ``'None'`` is accepted for ``samesite``.         """"""         if path is not None:             # safe = https://url.spec.whatwg.org/#url-path-segment-string             # as well as percent for things that are already quoted             # excluding semicolon since it's part of the header syntax             path = quote(path, safe=""%!$&'()*+,/:=@"")          if domain:             domain = domain.partition("":"")[0].lstrip(""."").encode(""idna"").decode(""ascii"")          if isinstance(max_age, timedelta):             max_age = int(max_age.total_seconds())          if expires is not None:             if not isinstance(expires, str):                 expires = http_date(expires)         elif max_age is not None and sync_expires:             expires = http_date(datetime.now(tz=timezone.utc).timestamp() + max_age)          if samesite is not None:             samesite = samesite.title()              if samesite not in {""Strict"", ""Lax"", ""None""}:                 raise ValueError(""SameSite must be 'Strict', 'Lax', or 'None'."")          # Quote value if it contains characters not allowed by RFC 6265. Slash-escape with         # three octal digits, which matches http.cookies, although the RFC suggests base64. >       if not _cookie_no_quote_re.fullmatch(value): E       TypeError: cannot use a string pattern on a bytes-like object  /usr/local/lib/python3.11/site-packages/werkzeug/http.py:1301: TypeError",1,0.7053427696228027,0.7053427696228027,flask,SecureCookieSessionInterface,,d:\499\src\flask-3.1.2\flask-3.1.2\src\flask\sessions.py,518bfe5b60d30c5ac4ccca9ba5e8482e02fec526,
